DEPARTMENT,UACS_DPT_DSC,AGENCY,UACS_AGY_DSC,PREXC_PROG,PREXC_SUBPROG,PAP,Budget Document,PS,MOOE,CO,TOTAL,source_sheet
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100018,"Government Assistance and Subsidies - Training and Upgrading Knowledge for Learners, Teachers, and Achievers in Schools (GAS-TUKLAS)",Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100019,School Innovation and Improvement Fund (SIIF) to all DepEd Public Schools,Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3105,310500100001,Human Resource Development for Personnel in Schools and Learning Centers,Obligations 2025,43595810.66,2925259520.48,213239680.07,3182095011.21,2025 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3105,310500100002,Teacher Quality and Development Program,Obligations 2025,18803738.74,73400653.76,11773932.86,103978325.36,2025 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,3105,310500300001,Teacher Effectiveness and Competencies Enhancement Project (TEACEP) WB Loan No. 9481-PH,Obligations 2025,0.0,257023678.03,0.0,257023678.03,2025 DepEd - Obligations
07,Department of Education (DepEd),002,National Book Development Board,1000,100000100001,General Management and Supervision,Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),002,National Book Development Board,1000,100000100002,Administration of Personnel Benefits,Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),002,National Book Development Board,3101,310100100001,Capacity Building and Trade Promotion Incentives,Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),002,National Book Development Board,3101,310100100002,"Administration of Awards, Grants, and Incentives",Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),002,National Book Development Board,3101,310100100003,"Policy Development, Research, Information System Management, and Information Campaign",Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),003,National Council for Children's Television,1000,100000100001,General Management and Supervision,Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),003,National Council for Children's Television,3101,310100100001,Child-Friendly Television Development Services,Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,1000,100000100001,General Management and Supervision,Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,1000,100000100002,Administration of Personnel Benefits,Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,2000,200000100001,Project Monitoring and Evaluation Services,Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100100001,Management and Development of the National Collections and Related Knowledge Resources (Including Participation to International Meetings and Conferences),Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100100002,"Restoration, Preservation, Protection and Development of Cultural Property",Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200015,"Restoration of Malacanang sa Sugbo, Cebu City and Converrsion to National Museum Cebu",Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200016,Development of the National Museum Complex in Manila - Phase 1 (to implement Republic Act No. 11333),Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200017,"Nightly repair of the Church of Our Lady of Caysasay and associated structures, a declared national cultural treasure in Taal, Batangas",Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200018,Continuation of Construction of National Museum Building in Davao City,Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200019,Development of the National Museum Complex in Rizal Park - Manila Phase II,Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200020,Development of Information Management Systems,Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200021,"Restoration and Continued Repair of Our Lady of Caysasay Church and Associated Structures (National Cultural Treasure) in Taal, Batangas",Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200022,"Restoration of the Old Municipal Hall and the Municipal Plaza (Important Cultural Properties) in Balilihan, Bohol",Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200023,"Development of National Museum Complex, Manila, Phase 3",Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200024,"Continued Restoration and Site Development of Our Lady of Caysasay Church and Associated Structures in Taal, Batangas, Phase 3",Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200025,"Rehabilitation of Former United States Air Force (USAF) Hospital in Clark Freeport, Pampanga and Conversion to National Museum of the Philippines Central Luzon, Phase 1",Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200026,"Construction of National Museum of the Philippines-Baler in Baler, Aurora",Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200027,Exhibitions and Fit-Out of Various National Museum of the Philippines - Central and Regional Sites,Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200028,"Rehabilitation of National Museum of the Philippines-Kabayan Burial Cave Site Museum and Satellite Office in Kabayan, Benguet",Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200029,"Improvement of Rocha House in Sitio Ubos in Tagbilaran City, Bohol (Declared Important Cultural Property)",Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200030,"Development of National Museum Complex, Manila, Phase IV",Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200031,"Construction of National Museum of the Philippines-Baler in Baler, Aurora (Phase II)",Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200032,"Continued Restoration and Site Development of Our Lady of Caysasay Church and Associated Structures in Taal, Batangas, Phase IV",Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200033,"Repair and Preventive Conservation Maintenance of Casa Rocha (Important Cultural Property) in Tagbilaran City, Bohol",Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200034,Restoration and Development of NMP Museums and Declared/Associated Heritage Sites in the Visayas,Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200035,"Rehabilitation of Former United States Air Force (USAF) Hospital in Clark Freeport, Pampanga, and Conversion to National Museum of the Philippines Central Luzon, Phase II",Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200036,"Completion of Restoration of Our Lady of Caysasay Church and Associated Structures in Taal, Batangas City",Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200037,"Rehabilitation of National Museum of the Philippines Kabayan Burial Caves Site Museum and Satellite Office in Kabayan, Benguet, Phase II",Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200038,Completion of the Development of the National Museum Complex in Manila,Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200039,"Continuation of the Development of NMP-General Aniceto Lacson Ancestral House in Talisay City, Negros Occidental",Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200040,Rehabilitation of the Sewerage System of the National Museum of Fine Arts (Old Legislative Building),Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200041,"Development of NMP-Kalibo, Aklan (Phase 1)",Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200042,"Development of NMP-Koronadal and Lake Sebu, South Cotabato (Phase 1)",Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200043,"Repair and Restoration of Boljoon Church Complex, Boljoon, Cebu and Development of NMP-Boljoon, Cebu (Phase 1)",Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200044,"Development of NMP-Paoay, Paoay, Ilocos Norte",Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200045,"Development of NMP General Ancieto Lacson Ancestral House, Talisay City, Negros Occidental (Phase 2)",Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200046,"Development of NMP Kalibo, Aklan (Phase 2)",Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200047,"Development of NMP Koronadal and Lake Sebu, South Cotabato (Phase 2)",Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200048,Exhibitions and Fit-out of Various National Museum of the Philippines - Central and Regional Sites - Northern Luzon National Museums,Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),005,Philippine High School for the Arts,1000,100000100001,General Management and Supervision,Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),005,Philippine High School for the Arts,1000,100000100002,Administration of Personnel Benefits,Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),005,Philippine High School for the Arts,3101,310100100001,"Operation of Philippine High School for the Arts Including Outreach, Screening, Student Exchange Program with Other Countries and Production Activities",Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),006,Early Childhood Care and Development Council,1000,100000100001,General Management and Supervision,Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),006,Early Childhood Care and Development Council,1000,100000100002,Administration of Personnel Benefits,Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),006,Early Childhood Care and Development Council,3101,310100100001,"Development of Policies, Standards and Guidelines",Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),006,Early Childhood Care and Development Council,3101,310100100002,Capacity-Building and Institutional Development of Intermediaries and Other Partners,Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),006,Early Childhood Care and Development Council,3101,310100100003,Accreditation of ECCD Service Providers,Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),006,Early Childhood Care and Development Council,3101,310100100004,Establishment of National Child Development Centers,Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),007,National Academy of Sports,1000,100000100001,General Management and Supervision,Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),007,National Academy of Sports,1000,100000100002,Administration of Personnel Benefits,Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),007,National Academy of Sports,3101,310100100001,"Promotion, Development, and Implementation of Quality and Enhanced Sports-Integrated Secondary Education Program",Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),008,Teacher Education Council,1000,100000100001,General Management and Supervision,Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),008,Teacher Education Council,3101,310100100001,Quality Teacher Education Services,Obligations 2025,,,,,2025 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,1000,100000100001,General Administration and Support,Disbursements 2025,20203972542.63,6528680393.22,708126971.19,27440779907.04,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,1000,100000100002,Administration of Personnel Benefits,Disbursements 2025,1399970199.56,0.0,0.0,1399970199.56,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100001,Physical Fitness and School Sports,Disbursements 2025,10535205.4,672597349.34,0.0,683132554.74,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100002,Development and Management of Bilateral and Multilateral Education Projects,Disbursements 2025,21162238.1,4736294.85,0.0,25898532.95,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100003,Management and Administration of Learning Resources,Disbursements 2025,51070124.14,6019855.67,0.0,57089979.81,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100004,Planning and Management Information Systems,Disbursements 2025,127132420.32,19487910.04,0.0,146620330.36,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100005,Education Information and Communication Services,Disbursements 2025,32810247.15,18799320.78,0.0,51609567.93,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100006,Learner Support Programs,Disbursements 2025,2368522802.91,262116629.21,0.0,2630639432.12,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100007,Building Partnerships and Linkages Program,Disbursements 2025,12659163.38,68175896.3,0.0,80835059.68,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100008,Legal Services and Development of Education-Related Laws and Rules,Disbursements 2025,33034634.66,52167796.88,0.0,85202431.54,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100009,Child Protection Program,Disbursements 2025,5000000.0,50813979.34,0.0,55813979.34,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100010,Disaster Preparedness and Response Program,Disbursements 2025,29884392.05,1011172737.07,9068977.8,1050126106.93,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100011,Organizational and Professional Development for Non-Teaching Personnel,Disbursements 2025,182209535.62,58453840.82,0.0,240663376.44,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100012,Operational Expenses of the DepEd Task Force on the 2022 National and Local Elections,Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100013,Operational Expenses of the DepEd - Election Task Force,Disbursements 2025,0.0,48725746.05,0.0,48725746.05,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3101,310100100001,National Assessment Systems for Basic Education,Disbursements 2025,150968648.06,263713866.53,0.0,419068174.82,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3101,310100100002,Policy and Research Program,Disbursements 2025,2108434559.99,20692554.55,0.0,2129127114.54,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3101,310100100003,Basic Education Curriculum,Disbursements 2025,178134313.72,2722747629.2,0.0,2900881942.92,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3101,310100100004,"Curriculum Programs, Learning Management Models, Standards and Strategy Development",Disbursements 2025,6756796026.73,0.0,0.0,6756796026.73,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3101,310100100005,Development and Promotion of Campus Journalism,Disbursements 2025,0.0,61508902.27,0.0,61508902.27,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3101,310100100006,National Literacy Policies and Programs,Disbursements 2025,3448202.5,12658576.26,0.0,16106778.76,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3101,310100100007,Early Language Literacy and Numeracy,Disbursements 2025,0.0,36663093.11,0.0,36663093.11,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100001,Improvement and Acquisition of School Sites,Disbursements 2025,0.0,15546674.71,27489789.53,43036464.24,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100002,New School Personnel Positions,Disbursements 2025,27559218400.82,0.0,0.0,27559218400.82,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100003,Learning Tools and Equipment,Disbursements 2025,0.0,449544484.0,0.0,449544484.0,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100004,Textbooks and Other Instructional Materials,Disbursements 2025,100000000.0,2295118997.5,0.0,2395118997.5,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100005,Computerization Program,Disbursements 2025,220948107.2,1583742874.97,33132427.28,1837823409.45,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100006,Basic Education Facilities,Disbursements 2025,0.0,198078941.18,2257322650.3,2455401591.48,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100007,Conservation and Restoration of Gabaldon and Other Heritage School Buildings,Disbursements 2025,0.0,0.0,112664516.52,112664516.52,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100010,Quick Response Fund,Disbursements 2025,0.0,0.0,2383619318.01,2383619318.01,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100011,Last Mile Schools Program,Disbursements 2025,0.0,0.0,119739585.42,119739585.42,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100012,Public Schools Infrastructure Program (PSIP),Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200200001,Connectivity Enhancement Program for e-Learning in Public Schools,Disbursements 2025,0.0,1500000000.0,0.0,1500000000.0,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200300001,Infrastructure for Safer and Resilient Schools (ISRS) Project WB Loan No. 9704-PH,Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3103,310300100001,Multigrade Education,Disbursements 2025,0.0,59818914.4,0.0,59818914.4,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3103,310300100002,Indigenous Peoples Education (IPEd) Program,Disbursements 2025,0.0,78040830.93,0.0,78040830.93,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3103,310300100003,Flexible Learning Options (ADM/ALS/EiE),Disbursements 2025,0.0,2089481499.26,0.0,2089481499.26,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3103,310300100004,Madrasah Education Program,Disbursements 2025,0.0,461874323.5,0.0,461874323.5,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3103,310300100005,Special Needs Education Program,Disbursements 2025,0.0,746583849.24,0.0,746583849.24,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100001,School-Based Feeding Program (SBFP),Disbursements 2025,0.0,6866608668.52,0.0,6866608668.52,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100002,Operation of Schools - Elementary (Kinder to Grade 6),Disbursements 2025,297260256665.28,27938472618.41,0.0,325198729283.69,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100003,Operation of Schools - Junior High School (Grade 7 to Grade 10),Disbursements 2025,167831276162.21,13724483662.81,0.0,181555759825.02,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100004,Operation of Schools - Senior High School (Grade 11 to Grade 12),Disbursements 2025,50759680420.68,6773843215.88,0.0,57533523636.56,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100005,Government Assistance and Subsidies - Educational Service Contracting (ESC) Program for Private Junior High School (per RA No. 8545),Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100006,Government Assistance and Subsidies - Voucher Program for Private Senior High School (per RA No. 10533),Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100007,Government Assistance and Subsidies - Voucher Program for Non-DepEd Public High School (per RA No. 10533),Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100008,Joint Delivery Voucher for Senior High School Technical Vocational and Livelihood Specializations,Disbursements 2025,0.0,1343203052.59,0.0,1343203052.59,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100009,Operational Requirements of Sports Academy and Training Centers,Disbursements 2025,6072525145.92,8881857611.59,0.0,14954382757.51,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100010,"Implementation of the Grant of Cash Allowance, Hardship Pay, and Reclassification of Positions",Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100011,School Dental Health Care Program,Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100013,World Teachers' Day Incentive Benefits,Disbursements 2025,919106000.36,0.0,0.0,919106000.36,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100014,Establishment and Operational Requirement of the National Academy of Sports,Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100015,Government Assistance and Subsidies - Educational Service Contracting (ESC) Program for Private Junior High School (per R.A. No. 8545),Disbursements 2025,0.0,5751000172.99,0.0,5751000172.99,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100016,Government Assistance and Subsidies - Senior High School Voucher Program,Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100017,Subsidies - Senior High School Voucher Program,Disbursements 2025,0.0,8841096569.38,0.0,8841096569.38,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100018,"Government Assistance and Subsidies - Training and Upgrading Knowledge for Learners, Teachers, and Achievers in Schools (GAS-TUKLAS)",Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100019,School Innovation and Improvement Fund (SIIF) to all DepEd Public Schools,Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3105,310500100001,Human Resource Development for Personnel in Schools and Learning Centers,Disbursements 2025,42841276.29,2226068632.33,6570770.17,2275480678.79,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3105,310500100002,Teacher Quality and Development Program,Disbursements 2025,18356772.29,41889786.4,6607812.86,66854371.55,2025 DepEd - Disbursements
07,Department of Education (DepEd),001,Office of the Secretary,3105,310500300001,Teacher Effectiveness and Competencies Enhancement Project (TEACEP) WB Loan No. 9481-PH,Disbursements 2025,0.0,3069638.56,0.0,3069638.56,2025 DepEd - Disbursements
07,Department of Education (DepEd),002,National Book Development Board,1000,100000100001,General Management and Supervision,Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),002,National Book Development Board,1000,100000100002,Administration of Personnel Benefits,Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),002,National Book Development Board,3101,310100100001,Capacity Building and Trade Promotion Incentives,Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),002,National Book Development Board,3101,310100100002,"Administration of Awards, Grants, and Incentives",Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),002,National Book Development Board,3101,310100100003,"Policy Development, Research, Information System Management, and Information Campaign",Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),003,National Council for Children's Television,1000,100000100001,General Management and Supervision,Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),003,National Council for Children's Television,3101,310100100001,Child-Friendly Television Development Services,Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),004,National Museum of the Philippines,1000,100000100001,General Management and Supervision,Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),004,National Museum of the Philippines,1000,100000100002,Administration of Personnel Benefits,Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),004,National Museum of the Philippines,2000,200000100001,Project Monitoring and Evaluation Services,Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100100001,Management and Development of the National Collections and Related Knowledge Resources (Including Participation to International Meetings and Conferences),Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100100002,"Restoration, Preservation, Protection and Development of Cultural Property",Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200015,"Restoration of Malacanang sa Sugbo, Cebu City and Converrsion to National Museum Cebu",Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200016,Development of the National Museum Complex in Manila - Phase 1 (to implement Republic Act No. 11333),Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200017,"Nightly repair of the Church of Our Lady of Caysasay and associated structures, a declared national cultural treasure in Taal, Batangas",Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200018,Continuation of Construction of National Museum Building in Davao City,Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200019,Development of the National Museum Complex in Rizal Park - Manila Phase II,Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200020,Development of Information Management Systems,Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200021,"Restoration and Continued Repair of Our Lady of Caysasay Church and Associated Structures (National Cultural Treasure) in Taal, Batangas",Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200022,"Restoration of the Old Municipal Hall and the Municipal Plaza (Important Cultural Properties) in Balilihan, Bohol",Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200023,"Development of National Museum Complex, Manila, Phase 3",Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200024,"Continued Restoration and Site Development of Our Lady of Caysasay Church and Associated Structures in Taal, Batangas, Phase 3",Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200025,"Rehabilitation of Former United States Air Force (USAF) Hospital in Clark Freeport, Pampanga and Conversion to National Museum of the Philippines Central Luzon, Phase 1",Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200026,"Construction of National Museum of the Philippines-Baler in Baler, Aurora",Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200027,Exhibitions and Fit-Out of Various National Museum of the Philippines - Central and Regional Sites,Disbursements 2025,,,,,2025 DepEd - Disbursements
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200028,"Rehabilitation of National Museum of the Philippines-Kabayan Burial Cave Site Museum and Satellite Office in Kabayan, Benguet",Disbursements 2025,,,,,2025 DepEd - Disbursements
