DEPARTMENT,UACS_DPT_DSC,AGENCY,UACS_AGY_DSC,PREXC_PROG,PREXC_SUBPROG,PAP,Budget Document,PS,MOOE,CO,TOTAL,source_sheet
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100012,Public Schools Infrastructure Program (PSIP),GAA 2026,0.0,170000000.0,160000000.0,330000000.0,2026 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200200001,Connectivity Enhancement Program for e-Learning in Public Schools,GAA 2026,,,,,2026 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200300001,Infrastructure for Safer and Resilient Schools (ISRS) Project WB Loan No. 9704-PH,GAA 2026,0.0,253732000.0,9136198000.0,9389930000.0,2026 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3103,310300100001,Multigrade Education,GAA 2026,0.0,142854000.0,0.0,142854000.0,2026 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3103,310300100002,Indigenous Peoples Education (IPEd) Program,GAA 2026,0.0,154436000.0,0.0,154436000.0,2026 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3103,310300100003,Flexible Learning Options (ADM/ALS/EiE),GAA 2026,0.0,4917578000.0,0.0,4917578000.0,2026 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3103,310300100004,Madrasah Education Program,GAA 2026,0.0,521615000.0,0.0,521615000.0,2026 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3103,310300100005,Special Needs Education Program,GAA 2026,0.0,1043849000.0,0.0,1043849000.0,2026 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100001,School-Based Feeding Program (SBFP),GAA 2026,0.0,24695443000.0,1000000000.0,25695443000.0,2026 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100002,Operation of Schools - Elementary (Kinder to Grade 6),GAA 2026,321938395000.0,36194394000.0,0.0,358132789000.0,2026 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100003,Operation of Schools - Junior High School (Grade 7 to Grade 10),GAA 2026,181031652000.0,16703015000.0,0.0,197734667000.0,2026 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100004,Operation of Schools - Senior High School (Grade 11 to Grade 12),GAA 2026,61622109000.0,7996641000.0,0.0,69618750000.0,2026 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100005,Government Assistance and Subsidies - Educational Service Contracting (ESC) Program for Private Junior High School (per RA No. 8545),GAA 2026,,,,,2026 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100006,Government Assistance and Subsidies - Voucher Program for Private Senior High School (per RA No. 10533),GAA 2026,,,,,2026 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100007,Government Assistance and Subsidies - Voucher Program for Non-DepEd Public High School (per RA No. 10533),GAA 2026,,,,,2026 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100008,Joint Delivery Voucher for Senior High School Technical Vocational and Livelihood Specializations,GAA 2026,0.0,2225850000.0,0.0,2225850000.0,2026 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100009,Operational Requirements of Sports Academy and Training Centers,GAA 2026,,,,,2026 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100010,"Implementation of the Grant of Cash Allowance, Hardship Pay, and Reclassification of Positions",GAA 2026,10963658000.0,9772180000.0,0.0,20735838000.0,2026 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100011,School Dental Health Care Program,GAA 2026,,,,,2026 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100013,World Teachers' Day Incentive Benefits,GAA 2026,983530000.0,0.0,0.0,983530000.0,2026 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100014,Establishment and Operational Requirement of the National Academy of Sports,GAA 2026,,,,,2026 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100015,Government Assistance and Subsidies - Educational Service Contracting (ESC) Program for Private Junior High School (per R.A. No. 8545),GAA 2026,0.0,12362468000.0,0.0,12362468000.0,2026 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100016,Government Assistance and Subsidies - Senior High School Voucher Program,GAA 2026,,,,,2026 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100017,Subsidies - Senior High School Voucher Program,GAA 2026,0.0,26487724000.0,0.0,26487724000.0,2026 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100018,"Government Assistance and Subsidies - Training and Upgrading Knowledge for Learners, Teachers, and Achievers in Schools (GAS-TUKLAS)",GAA 2026,0.0,100800000.0,0.0,100800000.0,2026 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100019,School Innovation and Improvement Fund (SIIF) to all DepEd Public Schools,GAA 2026,0.0,2289250000.0,0.0,2289250000.0,2026 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3105,310500100001,Human Resource Development for Personnel in Schools and Learning Centers,GAA 2026,44013000.0,4622441000.0,0.0,4666454000.0,2026 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3105,310500100002,Teacher Quality and Development Program,GAA 2026,2376000.0,4804000.0,0.0,7180000.0,2026 DepEd - GAA
07,Department of Education (DepEd),001,Office of the Secretary,3105,310500300001,Teacher Effectiveness and Competencies Enhancement Project (TEACEP) WB Loan No. 9481-PH,GAA 2026,0.0,458349000.0,0.0,458349000.0,2026 DepEd - GAA
07,Department of Education (DepEd),002,National Book Development Board,1000,100000100001,General Management and Supervision,GAA 2026,22253000.0,35055000.0,0.0,57308000.0,2026 DepEd - GAA
07,Department of Education (DepEd),002,National Book Development Board,1000,100000100002,Administration of Personnel Benefits,GAA 2026,124000.0,0.0,0.0,124000.0,2026 DepEd - GAA
07,Department of Education (DepEd),002,National Book Development Board,3101,310100100001,Capacity Building and Trade Promotion Incentives,GAA 2026,15149000.0,103472000.0,0.0,118621000.0,2026 DepEd - GAA
07,Department of Education (DepEd),002,National Book Development Board,3101,310100100002,"Administration of Awards, Grants, and Incentives",GAA 2026,6324000.0,9157000.0,0.0,15481000.0,2026 DepEd - GAA
07,Department of Education (DepEd),002,National Book Development Board,3101,310100100003,"Policy Development, Research, Information System Management, and Information Campaign",GAA 2026,6271000.0,4252000.0,0.0,10523000.0,2026 DepEd - GAA
07,Department of Education (DepEd),003,National Council for Children's Television,1000,100000100001,General Management and Supervision,GAA 2026,13635000.0,12788000.0,0.0,26423000.0,2026 DepEd - GAA
07,Department of Education (DepEd),003,National Council for Children's Television,3101,310100100001,Child-Friendly Television Development Services,GAA 2026,11044000.0,78797000.0,0.0,89841000.0,2026 DepEd - GAA
07,Department of Education (DepEd),004,National Museum of the Philippines,1000,100000100001,General Management and Supervision,GAA 2026,71401000.0,396811000.0,0.0,468212000.0,2026 DepEd - GAA
07,Department of Education (DepEd),004,National Museum of the Philippines,1000,100000100002,Administration of Personnel Benefits,GAA 2026,1729000.0,0.0,0.0,1729000.0,2026 DepEd - GAA
07,Department of Education (DepEd),004,National Museum of the Philippines,2000,200000100001,Project Monitoring and Evaluation Services,GAA 2026,3129000.0,770000.0,0.0,3899000.0,2026 DepEd - GAA
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100100001,Management and Development of the National Collections and Related Knowledge Resources (Including Participation to International Meetings and Conferences),GAA 2026,218389000.0,80811000.0,0.0,299200000.0,2026 DepEd - GAA
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100100002,"Restoration, Preservation, Protection and Development of Cultural Property",GAA 2026,26592000.0,57332000.0,0.0,83924000.0,2026 DepEd - GAA
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200015,"Restoration of Malacanang sa Sugbo, Cebu City and Converrsion to National Museum Cebu",GAA 2026,,,,,2026 DepEd - GAA
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200016,Development of the National Museum Complex in Manila - Phase 1 (to implement Republic Act No. 11333),GAA 2026,,,,,2026 DepEd - GAA
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200017,"Nightly repair of the Church of Our Lady of Caysasay and associated structures, a declared national cultural treasure in Taal, Batangas",GAA 2026,,,,,2026 DepEd - GAA
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200018,Continuation of Construction of National Museum Building in Davao City,GAA 2026,,,,,2026 DepEd - GAA
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200019,Development of the National Museum Complex in Rizal Park - Manila Phase II,GAA 2026,,,,,2026 DepEd - GAA
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200020,Development of Information Management Systems,GAA 2026,,,,,2026 DepEd - GAA
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200021,"Restoration and Continued Repair of Our Lady of Caysasay Church and Associated Structures (National Cultural Treasure) in Taal, Batangas",GAA 2026,,,,,2026 DepEd - GAA
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200022,"Restoration of the Old Municipal Hall and the Municipal Plaza (Important Cultural Properties) in Balilihan, Bohol",GAA 2026,,,,,2026 DepEd - GAA
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200023,"Development of National Museum Complex, Manila, Phase 3",GAA 2026,,,,,2026 DepEd - GAA
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200024,"Continued Restoration and Site Development of Our Lady of Caysasay Church and Associated Structures in Taal, Batangas, Phase 3",GAA 2026,,,,,2026 DepEd - GAA
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200025,"Rehabilitation of Former United States Air Force (USAF) Hospital in Clark Freeport, Pampanga and Conversion to National Museum of the Philippines Central Luzon, Phase 1",GAA 2026,,,,,2026 DepEd - GAA
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200026,"Construction of National Museum of the Philippines-Baler in Baler, Aurora",GAA 2026,,,,,2026 DepEd - GAA
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200027,Exhibitions and Fit-Out of Various National Museum of the Philippines - Central and Regional Sites,GAA 2026,,,,,2026 DepEd - GAA
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200028,"Rehabilitation of National Museum of the Philippines-Kabayan Burial Cave Site Museum and Satellite Office in Kabayan, Benguet",GAA 2026,,,,,2026 DepEd - GAA
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200029,"Improvement of Rocha House in Sitio Ubos in Tagbilaran City, Bohol (Declared Important Cultural Property)",GAA 2026,,,,,2026 DepEd - GAA
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200030,"Development of National Museum Complex, Manila, Phase IV",GAA 2026,,,,,2026 DepEd - GAA
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200031,"Construction of National Museum of the Philippines-Baler in Baler, Aurora (Phase II)",GAA 2026,,,,,2026 DepEd - GAA
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200032,"Continued Restoration and Site Development of Our Lady of Caysasay Church and Associated Structures in Taal, Batangas, Phase IV",GAA 2026,,,,,2026 DepEd - GAA
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200033,"Repair and Preventive Conservation Maintenance of Casa Rocha (Important Cultural Property) in Tagbilaran City, Bohol",GAA 2026,,,,,2026 DepEd - GAA
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200034,Restoration and Development of NMP Museums and Declared/Associated Heritage Sites in the Visayas,GAA 2026,,,,,2026 DepEd - GAA
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200035,"Rehabilitation of Former United States Air Force (USAF) Hospital in Clark Freeport, Pampanga, and Conversion to National Museum of the Philippines Central Luzon, Phase II",GAA 2026,,,,,2026 DepEd - GAA
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200036,"Completion of Restoration of Our Lady of Caysasay Church and Associated Structures in Taal, Batangas City",GAA 2026,,,,,2026 DepEd - GAA
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200037,"Rehabilitation of National Museum of the Philippines Kabayan Burial Caves Site Museum and Satellite Office in Kabayan, Benguet, Phase II",GAA 2026,,,,,2026 DepEd - GAA
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200038,Completion of the Development of the National Museum Complex in Manila,GAA 2026,,,,,2026 DepEd - GAA
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200039,"Continuation of the Development of NMP-General Aniceto Lacson Ancestral House in Talisay City, Negros Occidental",GAA 2026,,,,,2026 DepEd - GAA
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200040,Rehabilitation of the Sewerage System of the National Museum of Fine Arts (Old Legislative Building),GAA 2026,,,,,2026 DepEd - GAA
